0.0161290322580645	61.5645161290323	0.999869952532125	0.0161269347182601	213	65	337	67	124.016127983420
0	54	1	0	340	54	363	54	23
0.0294117647058824	56.2058823529412	0.999567754464353	0.0293990516018927	401	68	503	71	102.044108110170
20	-11360	0.0499376169438922	0.998752338877845	568	0	569	20	20.0249843945008
-2.91666666666667	1716.50000000000	-0.324324324324324	0.945945945945946	582	19	570	54	37
-7.33333333333333	4353.66666666667	-0.135113204733313	0.990830168044299	584	71	581	93	22.2036033111745
0	122	1	0	582	122	675	122	93
0.0261780104712042	214.586387434555	0.999657531890860	0.0261690453374571	818	236	627	231	191.065433817842
0.333333333333333	24.3333333333333	0.948683298050514	0.316227766016838	617	230	596	223	22.1359436211787
0.0882352941176471	170.411764705882	0.996129850025381	0.0878938102963572	596	223	562	220	34.1320963317520
0.0125786163522013	212.930817610063	0.999920898591871	0.0125776213659355	562	220	403	218	159.012578118839
-0.0116959064327485	222.713450292398	-0.999931609902806	0.0116951065485707	403	218	232	220	171.011695506477
